Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,
1948,2034,2328,2399,2386,2118,2214,2213,2350,2302,2259,2285,2429, 
1949,2596,2849,3030,3260,3707,3776,4111,4193,4049,4916,3996,4063, 
1950,4026,3936,3876,3575,3434,3367,3120,2799,2774,2625,2589,2639, 
1951,2305,2117,2125,1919,1856,1995,1950,1933,2067,2194,2178,1960, 
1952,1972,1957,1813,1811,1863,1884,1991,2087,1936,1839,1743,1667, 
1953,1839,1636,1647,1723,1596,1607,1660,1665,1821,1974,2211,2818, 
1954,3077,3331,3607,3749,3767,3551,3659,3854,3927,3666,3402,3196, 
1955,3157,2969,2918,3049,2747,2701,2632,2784,2678,2830,2780,2761, 
1956,2666,2606,2764,2650,2861,2882,2952,2701,2635,2571,2861,2790, 
1957,2796,2622,2509,2600,2710,2856,2796,2747,2943,3020,3454,3476, 
1958,3875,4303,4492,5016,5021,4944,5079,5025,4821,4570,4188,4191, 
1959,4068,3965,3801,3571,3479,3429,3528,3588,3775,3910,4003,3653, 
1960,3615,3329,3726,3620,3569,3766,3836,3946,3884,4252,4330,4617, 
1961,4671,4832,4853,4893,5003,4885,4928,4682,4676,4573,4295,4177, 
1962,4081,3871,3921,3906,3863,3844,3819,4013,3961,3803,4024,3907, 
1963,4074,4238,4072,4055,4217,3977,4051,3878,3957,3987,4151,3975, 
1964,4029,3932,3950,3918,3764,3814,3608,3655,3712,3726,3551,3651, 
1965,3572,3730,3510,3595,3432,3387,3301,3254,3216,3143,3073,3031, 
1966,2988,2820,2887,2828,2950,2872,2876,2900,2798,2798,2770,2912, 
1967,2968,2915,2889,2895,2929,2992,2944,2945,2958,3143,3066,3018, 
1968,2878,3001,2877,2709,2740,2938,2883,2768,2686,2689,2715,2685, 
1969,2718,2692,2712,2758,2713,2816,2868,2856,3040,3049,2856,2884, 
1970,3201,3453,3635,3797,3919,4071,4175,4256,4456,4591,4898,5076, 
1971,4986,4903,4987,4959,4996,4949,5035,5134,5042,4954,5161,5154, 
1972,5019,4928,5038,4959,4922,4923,4913,4939,4849,4875,4602,4543, 
1973,4326,4452,4394,4459,4329,4363,4305,4305,4350,4144,4396,4489, 
1974,4644,4731,4634,4618,4705,4927,5063,5022,5437,5523,6140,6636, 
1975,7501,7520,7978,8210,8433,8220,8127,7928,7923,7897,7794,7744, 
1976,7534,7326,7230,7330,7053,7322,7490,7518,7380,7430,7620,7545, 
1977,7280,7443,7307,7059,6911,7134,6829,6925,6751,6763,6815,6386, 
1978,6489,6318,6337,6180,6127,6028,6309,6080,6125,5947,6077,6228, 
1979,6109,6173,6109,6069,5840,5959,5996,6320,6190,6296,6238,6325, 
1980,6683,6702,6729,7358,7984,8098,8363,8281,8021,8088,8023,7718, 
1981,8071,8051,7982,7869,8174,8098,7863,8036,8230,8646,9029,9267, 
1982,9397,9705,9895,10244,10335,10538,10849,10881,11217,11529,11938,12051, 
1983,11534,11545,11408,11268,11154,11246,10548,10623,10282,9887,9499,9331, 
1984,9008,8791,8746,8762,8456,8226,8537,8519,8367,8381,8198,8358, 
1985,8423,8321,8339,8395,8302,8460,8513,8196,8248,8298,8128,8138, 
1986,7795,8402,8383,8364,8439,8508,8319,8135,8310,8243,8159,7883, 
1987,7892,7865,7862,7542,7574,7398,7268,7261,7102,7227,7035,6936, 
1988,6953,6929,6876,6601,6779,6546,6605,6843,6604,6568,6537,6518, 
1989,6682,6359,6205,6468,6375,6577,6495,6511,6590,6630,6725,6667, 
1990,6752,6651,6598,6797,6742,6590,6922,7188,7368,7459,7764,7901, 
1991,8015,8265,8586,8439,8736,8692,8586,8666,8722,8842,8931,9198, 
1992,9283,9454,9460,9415,9744,10040,9850,9787,9781,9398,9565,9557, 
1993,9325,9183,9056,9110,9149,9121,8930,8763,8714,8750,8542,8477, 
1994,8630,8583,8470,8331,7915,7927,7946,7933,7734,7632,7375,7230, 
1995,7375,7187,7153,7645,7430,7427,7527,7484,7478,7328,7426,7423, 
1996,7491,7313,7318,7415,7423,7095,7337,6882,6979,7031,7236,7253, 
1997,7158,7102,7000,6873,6655,6799,6655,6608,6656,6454,6308,6476, 
1998,6368,6306,6422,5941,6047,6212,6259,6179,6300,6280,6100,6032, 
1999,5976,6111,5783,6004,5796,5951,6025,5838,5915,5778,5716,5653, 
2000,5708,5858,5733,5481,5758,5651,5747,5853,5625,5534,5639,5634, 
2001,6023,6089,6141,6271,6226,6484,6583,7042,7142,7694,8003,8258, 
2002,8182,8215,8304,8599,8399,8393,8390,8304,8251,8307,8520,8640, 
2003,8520,8618,8588,8842,8957,9266,9011,8896,8921,8732,8576,8317, 
2004,8370,8167,8491,8170,8212,8286,8136,7990,7927,8061,7932,7934, 
2005,7784,7980,7737,7672,7651,7524,7406,7345,7553,7453,7566,7279, 
2006,7064,7184,7072,7120,6980,7001,7175,7091,6847,6727,6872,6762, 
2007,7116,6927,6731,6850,6766,6979,7149,7067,7170,7237,7240,7645, 
2008,7678,7491,7816,7631,8395,8578,8950,9450,9501,10083,10544,11299, 
2009,12049,12860,13389,13796,14505,14727,14646,14861,15012,15421,15227,15124, 
2010,14953,15039,15128,15221,14876,14517,14609,14735,14574,14636,15104,14393, 
2011,13919,13751,13628,13792,13892,14024,13908,13920,13897,13759,13323,13097, 
2012,12758,12806,12673,12500,12720,12749,12794,12544, , , , ,
